     |   0 |  1 |  2 |  3 |  4 |  5 |  6 |  7 |  8 |  9 | 10 | 11 | 12 | 13 | 14 | 15
-----+-----+----+----+----+----+----+----+----+----+----+----+----+----+----+----+----
 290 | 249  176  124   88   62   44   31   22   15   11    7    5    3    2    1    1
 291 | 249  176  124   88   62   44   31   22   15   11    7    5    3    2    1    1
 292 | 249  176  124   88   62   44   31   22   15   11    7    5    3    2    1    1
 293 | 248  175  124   87   62   43   31   21   15   10    7    5    3    2    1    1
 294 | 248  175  124   87   62   43   31   21   15   10    7    5    3    2    1    1
 295 | 247  175  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 296 | 247  174  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 297 | 247  174  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 298 | 246  174  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 299 | 246  174  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 300 | 245  173  122   86   61   43   30   21   15   10    7    5    3    2    1    1
 301 | 245  173  122   86   61   43   30   21   15   10    7    5    3    2    1    1
 302 | 245  173  122   86   61   43   30   21   15   10    7    5    3    2    1    1
 303 | 244  172  122   86   61   43   30   21   15   10    7    5    3    2    1    1
 304 | 243  172  121   86   60   43   30   21   15   10    7    5    3    2    1    1
 305 | 243  172  121   86   60   43   30   21   15   10    7    5    3    2    1    1
 306 | 243  172  121   86   60   43   30   21   15   10    7    5    3    2    1    1
 307 | 242  171  121   85   60   42   30   21   15   10    7    5    3    2    1    1
 308 | 241  171  120   85   60   42   30   21   15   10    7    5    3    2    1    1
 309 | 241  171  120   85   60   42   30   21   15   10    7    5    3    2    1    1
 310 | 241  170  120   85   60   42   30   21   15   10    7    5    3    2    1    1
 311 | 240  170  120   85   60   42   30   21   15   10    7    5    3    2    1    1
 312 | 239  169  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 313 | 239  169  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 314 | 239  169  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 315 | 238  168  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 316 | 238  168  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 317 | 237  167  118   83   59   41   29   20   14   10    7    5    3    2    1    1
 318 | 236  167  118   83   59   41   29   20   14   10    7    5    3    2    1    1
 319 | 236  166  118   83   59   41   29   20   14   10    7    5    3    2    1    1
 320 | 235  166  117   83   58   41   29   20   14   10    7    5    3    2    1    1
 321 | 234  166  117   83   58   41   29   20   14   10    7    5    3    2    1    1
 322 | 234  165  117   82   58   41   29   20   14   10    7    5    3    2    1    1
 323 | 233  165  116   82   58   41   29   20   14   10    7    5    3    2    1    1
 324 | 232  164  116   82   58   41   29   20   14   10    7    5    3    2    1    1
 325 | 232  164  116   82   58   41   29   20   14   10    7    5    3    2    1    1
 326 | 231  163  115   81   57   40   28   20   14   10    7    5    3    2    1    1
 327 | 231  163  115   81   57   40   28   20   14   10    7    5    3    2    1    1
 328 | 230  162  115   81   57   40   28   20   14   10    7    5    3    2    1    1
 329 | 229  162  114   81   57   40   28   20   14   10    7    5    3    2    1    1
 330 | 229  162  114   81   57   40   28   20   14   10    7    5    3    2    1    1
 331 | 228  161  114   80   57   40   28   20   14   10    7    5    3    2    1    1
 332 | 227  161  113   80   56   40   28   20   14   10    7    5    3    2    1    1
 333 | 227  160  113   80   56   40   28   20   14   10    7    5    3    2    1    1
 334 | 226  159  113   79   56   39   28   19   14    9    7    4    3    2    1    1
 335 | 225  159  112   79   56   39   28   19   14    9    7    4    3    2    1    1
 336 | 224  159  112   79   56   39   28   19   14    9    7    4    3    2    1    1
 337 | 224  158  112   79   56   39   28   19   14    9    7    4    3    2    1    1
 338 | 223  158  111   79   55   39   27   19   13    9    6    4    3    2    1    1
 339 | 222  157  111   78   55   39   27   19   13    9    6    4    3    2    1    1
 340 | 221  156  110   78   55   39   27   19   13    9    6    4    3    2    1    1
 341 | 221  156  110   78   55   39   27   19   13    9    6    4    3    2    1    1
 342 | 220  155  110   77   55   38   27   19   13    9    6    4    3    2    1    1
 343 | 219  155  109   77   54   38   27   19   13    9    6    4    3    2    1    1
 344 | 218  154  109   77   54   38   27   19   13    9    6    4    3    2    1    1
 345 | 217  153  108   76   54   38   27   19   13    9    6    4    3    2    1    1
 346 | 217  153  108   76   54   38   27   19   13    9    6    4    3    2    1    1
 347 | 215  152  107   76   53   38   26   19   13    9    6    4    3    2    1    1
 348 | 215  152  107   76   53   38   26   19   13    9    6    4    3    2    1    1
 349 | 214  151  107   75   53   37   26   18   13    9    6    4    3    2    1    1
 350 | 213  151  106   75   53   37   26   18   13    9    6    4    3    2    1    1
 351 | 213  150  106   75   53   37   26   18   13    9    6    4    3    2    1    1
 352 | 211  149  105   74   52   37   26   18   13    9    6    4    3    2    1    1
 353 | 211  149  105   74   52   37   26   18   13    9    6    4    3    2    1    1
 354 | 210  148  105   74   52   37   26   18   13    9    6    4    3    2    1    1
 355 | 209  147  104   73   52   36   26   18   13    9    6    4    3    2    1    1
 356 | 208  147  104   73   52   36   26   18   13    9    6    4    3    2    1    1
 357 | 207  146  103   73   51   36   25   18   12    9    6    4    3    2    1    1
 358 | 206  146  103   73   51   36   25   18   12    9    6    4    3    2    1    1
 359 | 205  145  102   72   51   36   25   18   12    9    6    4    3    2    1    1
 360 | 204  144  102   72   51   36   25   18   12    9    6    4    3    2    1    1
 361 | 203  144  101   72   50   36   25   18   12    9    6    4    3    2    1    1
 362 | 202  143  101   71   50   35   25   17   12    8    6    4    3    2    1    1
 363 | 201  142  100   71   50   35   25   17   12    8    6    4    3    2    1    1
 364 | 200  141  100   70   50   35   25   17   12    8    6    4    3    2    1    1
 365 | 199  141   99   70   49   35   24   17   12    8    6    4    3    2    1    1
 366 | 199  140   99   70   49   35   24   17   12    8    6    4    3    2    1    1
 367 | 198  140   99   70   49   35   24   17   12    8    6    4    3    2    1    1
 368 | 196  139   98   69   49   34   24   17   12    8    6    4    3    2    1    1
 369 | 195  138   97   69   48   34   24   17   12    8    6    4    3    2    1    1
 370 | 194  137   97   68   48   34   24   17   12    8    6    4    3    2    1    1
 371 | 193  137   96   68   48   34   24   17   12    8    6    4    3    2    1    1
